"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"16.11.2022","1.774,39","1.781,51","1.785,43","1.772,52","","-0,80%"
"15.11.2022","1.788,71","1.799,18","1.809,17","1.771,05","","0,84%"
"14.11.2022","1.773,88","1.778,95","1.795,97","1.773,37","","-0,78%"
"11.11.2022","1.787,75","1.770,09","1.791,29","1.760,74","","1,13%"
"10.11.2022","1.767,85","1.726,85","1.768,77","1.723,42","","5,69%"
"09.11.2022","1.672,64","1.703,42","1.705,01","1.670,67","","-2,23%"
"08.11.2022","1.710,72","1.707,77","1.724,64","1.691,59","","0,48%"
"07.11.2022","1.702,51","1.688,86","1.706,17","1.682,92","","1,05%"
"04.11.2022","1.684,89","1.684,92","1.696,59","1.655,58","","1,35%"
"03.11.2022","1.662,40","1.673,57","1.677,51","1.657,42","","-1,35%"
"02.11.2022","1.685,18","1.727,79","1.746,92","1.684,68","","-2,52%"
"01.11.2022","1.728,73","1.754,89","1.759,76","1.723,67","","-0,68%"
"31.10.2022","1.740,51","1.747,06","1.749,62","1.735,61","","-0,91%"
"28.10.2022","1.756,46","1.709,23","1.758,63","1.709,23","","2,69%"
"27.10.2022","1.710,44","1.726,45","1.735,93","1.708,86","","-1,03%"
"26.10.2022","1.728,32","1.725,46","1.755,56","1.724,07","","-1,28%"
"25.10.2022","1.750,81","1.726,54","1.752,96","1.725,87","","1,49%"
"24.10.2022","1.725,12","1.707,13","1.731,69","1.697,59","","1,20%"
"21.10.2022","1.704,60","1.659,31","1.707,13","1.654,81","","2,40%"
"20.10.2022","1.664,62","1.671,10","1.695,23","1.660,02","","-0,66%"
"19.10.2022","1.675,71","1.677,17","1.690,71","1.662,70","","-0,54%"
"18.10.2022","1.684,85","1.701,85","1.707,31","1.669,77","","1,04%"
"17.10.2022","1.667,55","1.649,09","1.673,14","1.649,09","","2,79%"
"14.10.2022","1.622,25","1.668,93","1.678,53","1.620,92","","-2,23%"
"13.10.2022","1.659,17","1.587,20","1.665,72","1.576,76","","2,73%"
"12.10.2022","1.615,09","1.618,85","1.629,12","1.612,19","","-0,16%"
"11.10.2022","1.617,72","1.621,22","1.642,40","1.608,74","","-0,75%"
"10.10.2022","1.629,89","1.645,69","1.648,74","1.618,11","","-0,79%"
"07.10.2022","1.642,89","1.674,36","1.674,36","1.634,60","","-3,03%"
"06.10.2022","1.694,27","1.705,36","1.718,09","1.691,83","","-0,96%"
"05.10.2022","1.710,70","1.695,45","1.721,00","1.681,48","","-0,14%"
"04.10.2022","1.713,05","1.687,69","1.713,88","1.687,69","","2,98%"
"03.10.2022","1.663,53","1.634,72","1.672,32","1.632,36","","2,32%"
"30.09.2022","1.625,76","1.650,64","1.667,59","1.625,29","","-1,78%"
"29.09.2022","1.655,25","1.678,31","1.678,31","1.640,09","","-2,29%"
"28.09.2022","1.694,11","1.663,12","1.702,19","1.657,45","","1,77%"
"27.09.2022","1.664,62","1.682,64","1.697,77","1.653,65","","-0,20%"
"26.09.2022","1.667,92","1.676,72","1.694,37","1.663,60","","-0,81%"
"23.09.2022","1.681,52","1.697,65","1.697,65","1.661,34","","-1,77%"
"22.09.2022","1.711,79","1.716,74","1.727,16","1.705,60","","-0,56%"
"21.09.2022","1.721,39","1.758,04","1.775,27","1.721,14","","-1,76%"
"20.09.2022","1.752,29","1.757,53","1.762,76","1.739,17","","-0,93%"
"19.09.2022","1.768,82","1.745,74","1.769,10","1.740,41","","0,73%"
"16.09.2022","1.756,06","1.754,58","1.758,46","1.738,11","","-0,61%"
"15.09.2022","1.766,80","1.781,15","1.793,30","1.760,20","","-1,22%"
"14.09.2022","1.788,65","1.783,76","1.795,27","1.773,25","","0,55%"
"13.09.2022","1.778,94","1.829,53","1.829,53","1.773,86","","-4,60%"
"12.09.2022","1.864,75","1.850,62","1.868,44","1.850,62","","1,21%"
"09.09.2022","1.842,52","1.820,70","1.846,82","1.820,70","","2,07%"
"08.09.2022","1.805,14","1.793,00","1.816,65","1.787,23","","0,06%"
"07.09.2022","1.804,07","1.776,02","1.808,17","1.773,97","","1,63%"
"06.09.2022","1.775,15","1.786,76","1.792,48","1.765,39","","-0,49%"
"02.09.2022","1.783,96","1.818,55","1.829,17","1.775,40","","-1,21%"
"01.09.2022","1.805,90","1.789,98","1.807,80","1.776,27","","0,44%"
"31.08.2022","1.797,95","1.821,32","1.827,43","1.797,69","","-0,82%"
"30.08.2022","1.812,80","1.838,37","1.840,49","1.802,00","","-1,06%"
"29.08.2022","1.832,27","1.834,88","1.846,42","1.825,56","","-0,75%"
"26.08.2022","1.846,12","1.911,17","1.915,76","1.846,12","","-3,46%"
"25.08.2022","1.912,19","1.892,16","1.912,93","1.887,86","","1,39%"
"24.08.2022","1.885,96","1.880,64","1.894,23","1.877,47","","0,16%"
"23.08.2022","1.882,93","1.884,37","1.896,55","1.880,27","","-0,24%"
"22.08.2022","1.887,52","1.914,19","1.914,19","1.883,67","","-2,23%"
"19.08.2022","1.930,51","1.947,41","1.947,41","1.926,35","","-1,32%"
"18.08.2022","1.956,42","1.951,91","1.960,86","1.945,96","","0,16%"
"17.08.2022","1.953,39","1.954,61","1.967,49","1.944,43","","-0,68%"
"16.08.2022","1.966,75","1.960,17","1.976,62","1.953,64","","0,22%"
"15.08.2022","1.962,45","1.948,06","1.964,42","1.943,02","","0,52%"
"12.08.2022","1.952,35","1.927,66","1.952,35","1.923,30","","1,77%"
"11.08.2022","1.918,48","1.930,95","1.942,66","1.915,67","","-0,24%"
"10.08.2022","1.923,03","1.912,37","1.923,23","1.906,81","","2,16%"
"09.08.2022","1.882,28","1.884,79","1.888,19","1.877,01","","-0,34%"
"08.08.2022","1.888,73","1.898,07","1.914,29","1.882,95","","-0,26%"
"05.08.2022","1.893,64","1.882,44","1.899,23","1.879,17","","-0,35%"
"04.08.2022","1.900,36","1.902,58","1.905,94","1.890,81","","-0,08%"
"03.08.2022","1.901,94","1.875,30","1.907,89","1.875,30","","1,90%"
"02.08.2022","1.866,40","1.872,73","1.889,29","1.861,94","","-0,77%"
"01.08.2022","1.880,93","1.877,54","1.895,94","1.871,45","","-0,25%"
"29.07.2022","1.885,59","1.865,72","1.890,45","1.860,83","","1,64%"
"28.07.2022","1.855,19","1.836,85","1.859,75","1.819,96","","0,96%"
"27.07.2022","1.837,51","1.803,28","1.845,24","1.801,41","","2,95%"
"26.07.2022","1.784,86","1.802,88","1.802,88","1.780,19","","-1,43%"
"25.07.2022","1.810,70","1.812,73","1.815,82","1.800,13","","0,00%"
"22.07.2022","1.810,76","1.829,56","1.835,17","1.800,25","","-1,12%"
"21.07.2022","1.831,28","1.810,87","1.831,45","1.797,17","","1,07%"
"20.07.2022","1.811,83","1.800,98","1.819,64","1.794,52","","0,63%"
"19.07.2022","1.800,45","1.766,68","1.801,59","1.766,53","","2,65%"
"18.07.2022","1.754,03","1.780,77","1.789,58","1.748,39","","-0,93%"
"15.07.2022","1.770,52","1.749,85","1.770,72","1.749,85","","1,89%"
"14.07.2022","1.737,60","1.722,56","1.740,42","1.702,81","","-0,07%"
"13.07.2022","1.738,89","1.727,96","1.751,93","1.718,32","","-0,42%"
"12.07.2022","1.746,16","1.764,48","1.773,03","1.738,78","","-0,95%"
"11.07.2022","1.762,86","1.778,48","1.778,48","1.759,14","","-1,31%"
"08.07.2022","1.786,35","1.777,00","1.794,05","1.770,61","","0,03%"
"07.07.2022","1.785,88","1.764,39","1.789,20","1.764,39","","1,53%"
"06.07.2022","1.758,90","1.751,39","1.770,78","1.741,91","","0,42%"
"05.07.2022","1.751,58","1.729,36","1.751,93","1.707,59","","0,48%"
"04.07.2022","1.743,13","1.743,13","1.743,13","1.743,13","","0,00%"
"01.07.2022","1.743,13","1.723,58","1.744,74","1.710,41","","1,02%"
"30.06.2022","1.725,61","1.728,11","1.740,77","1.703,14","","-1,02%"
"29.06.2022","1.743,44","1.742,73","1.752,79","1.733,75","","0,16%"
"28.06.2022","1.740,60","1.785,57","1.801,70","1.739,98","","-2,26%"
"27.06.2022","1.780,89","1.793,72","1.797,33","1.775,58","","-0,46%"
"24.06.2022","1.789,20","1.747,99","1.790,26","1.747,99","","3,06%"
"23.06.2022","1.736,15","1.725,29","1.739,41","1.711,58","","1,05%"
"22.06.2022","1.718,17","1.708,82","1.738,57","1.700,73","","-0,15%"
"21.06.2022","1.720,78","1.694,56","1.727,82","1.694,56","","2,68%"
"20.06.2022","1.675,90","1.675,90","1.675,90","1.675,90","","0,00%"
"17.06.2022","1.675,90","1.670,30","1.689,67","1.659,06","","0,28%"
"16.06.2022","1.671,23","1.695,95","1.695,95","1.657,86","","-3,05%"
"15.06.2022","1.723,89","1.709,14","1.745,10","1.691,79","","1,71%"
"14.06.2022","1.694,94","1.706,66","1.712,11","1.681,71","","-0,25%"
"13.06.2022","1.699,24","1.734,84","1.734,84","1.692,57","","-3,76%"
"10.06.2022","1.765,66","1.801,72","1.801,72","1.765,34","","-3,10%"
"09.06.2022","1.822,10","1.859,82","1.871,18","1.821,66","","-2,38%"
"08.06.2022","1.866,57","1.877,27","1.885,59","1.862,54","","-0,85%"
"07.06.2022","1.882,66","1.853,98","1.884,78","1.846,09","","0,89%"
"06.06.2022","1.865,99","1.873,11","1.891,02","1.859,75","","0,31%"
"03.06.2022","1.860,19","1.874,78","1.878,17","1.855,54","","-1,84%"
"02.06.2022","1.895,08","1.856,41","1.895,45","1.846,39","","1,82%"
"01.06.2022","1.861,18","1.880,29","1.892,29","1.849,46","","-0,56%"
"31.05.2022","1.871,61","1.877,47","1.888,50","1.856,48","","-0,38%"
"30.05.2022","1.878,73","1.878,73","1.878,73","1.878,73","","0,00%"
"27.05.2022","1.878,73","1.842,39","1.878,87","1.842,39","","2,48%"
"26.05.2022","1.833,18","1.797,00","1.841,41","1.797,00","","1,94%"
"25.05.2022","1.798,34","1.776,44","1.808,54","1.774,58","","0,86%"
"24.05.2022","1.782,92","1.783,10","1.789,89","1.752,60","","-0,97%"
"23.05.2022","1.800,34","1.770,16","1.804,54","1.769,37","","2,05%"
"20.05.2022","1.764,11","1.776,75","1.785,92","1.721,77","","0,05%"
"19.05.2022","1.763,23","1.768,56","1.783,52","1.756,42","","-0,93%"
"18.05.2022","1.779,70","1.837,55","1.837,55","1.773,94","","-4,20%"
"17.05.2022","1.857,67","1.841,81","1.858,88","1.833,45","","1,98%"
"16.05.2022","1.821,55","1.823,34","1.840,64","1.809,48","","-0,40%"
"13.05.2022","1.828,85","1.802,55","1.835,55","1.800,11","","2,36%"
"12.05.2022","1.786,63","1.775,93","1.805,00","1.753,01","","-0,40%"
"11.05.2022","1.793,82","1.821,85","1.845,53","1.790,46","","-1,92%"
"10.05.2022","1.828,92","1.842,73","1.857,95","1.810,94","","0,46%"
"09.05.2022","1.820,62","1.858,22","1.858,22","1.813,13","","-3,06%"
"06.05.2022","1.878,14","1.876,30","1.895,97","1.852,67","","-0,41%"
"05.05.2022","1.885,85","1.944,92","1.944,92","1.866,59","","-3,79%"
"04.05.2022","1.960,14","1.902,49","1.963,89","1.888,05","","3,12%"
"03.05.2022","1.900,89","1.896,07","1.912,03","1.887,57","","0,30%"
"02.05.2022","1.895,12","1.878,14","1.897,92","1.851,27","","0,83%"
"29.04.2022","1.879,57","1.936,98","1.943,06","1.875,70","","-3,87%"
"28.04.2022","1.955,25","1.923,02","1.965,65","1.909,24","","2,80%"
"27.04.2022","1.902,07","1.905,78","1.930,71","1.892,67","","0,15%"
"26.04.2022","1.899,18","1.950,95","1.950,95","1.899,10","","-3,10%"
"25.04.2022","1.959,89","1.937,12","1.961,31","1.915,78","","0,75%"
"22.04.2022","1.945,39","1.997,14","1.998,41","1.943,25","","-2,67%"
"21.04.2022","1.998,81","2.041,54","2.055,91","1.994,24","","-1,38%"
"20.04.2022","2.026,70","2.040,13","2.046,56","2.021,24","","-0,50%"
"19.04.2022","2.036,89","2.004,04","2.041,12","2.003,19","","1,57%"
"18.04.2022","2.005,40","2.000,93","2.013,82","1.994,16","","0,04%"
"14.04.2022","2.004,50","2.033,65","2.038,24","2.003,53","","-1,42%"
"13.04.2022","2.033,32","2.008,36","2.037,09","2.005,91","","1,12%"
"12.04.2022","2.010,81","2.031,94","2.044,71","2.002,83","","-0,32%"
"11.04.2022","2.017,30","2.041,53","2.043,81","2.015,40","","-1,91%"
"08.04.2022","2.056,65","2.062,25","2.073,12","2.051,75","","-0,47%"
"07.04.2022","2.066,33","2.054,91","2.076,45","2.042,53","","0,39%"
"06.04.2022","2.058,36","2.067,97","2.070,74","2.044,80","","-1,31%"
"05.04.2022","2.085,59","2.109,44","2.118,74","2.080,73","","-1,39%"
"04.04.2022","2.115,09","2.092,05","2.115,48","2.088,49","","1,13%"
"01.04.2022","2.091,39","2.089,82","2.093,63","2.073,27","","0,27%"
"31.03.2022","2.085,75","2.119,68","2.119,68","2.085,75","","-1,65%"
"30.03.2022","2.120,72","2.129,33","2.130,93","2.110,63","","-0,59%"
"29.03.2022","2.133,22","2.123,76","2.136,16","2.114,92","","1,09%"
"28.03.2022","2.110,20","2.091,24","2.110,33","2.081,65","","0,90%"
"25.03.2022","2.091,42","2.083,41","2.096,13","2.072,74","","0,42%"
"24.03.2022","2.082,63","2.059,43","2.082,86","2.056,53","","1,49%"
"23.03.2022","2.052,07","2.065,99","2.073,82","2.051,79","","-1,15%"
"22.03.2022","2.075,90","2.051,40","2.080,67","2.051,40","","1,36%"
"21.03.2022","2.048,02","2.047,72","2.057,00","2.029,99","","-0,01%"
"18.03.2022","2.048,30","2.019,39","2.049,27","2.010,75","","1,30%"
"17.03.2022","2.021,98","1.992,38","2.022,59","1.986,86","","1,20%"
"16.03.2022","1.997,93","1.965,73","1.998,41","1.947,69","","2,26%"
"15.03.2022","1.953,78","1.915,72","1.957,96","1.915,66","","2,36%"
"14.03.2022","1.908,79","1.921,60","1.944,70","1.904,87","","-0,86%"
"11.03.2022","1.925,35","1.960,81","1.966,12","1.923,26","","-1,34%"
"10.03.2022","1.951,52","1.951,23","1.955,90","1.929,10","","-0,48%"
"09.03.2022","1.960,93","1.935,42","1.969,62","1.935,42","","2,74%"
"08.03.2022","1.908,60","1.922,27","1.958,78","1.900,47","","-0,69%"
"07.03.2022","1.921,92","1.978,20","1.978,20","1.921,20","","-2,89%"
"04.03.2022","1.979,06","1.988,85","1.988,85","1.961,01","","-0,97%"
"03.03.2022","1.998,38","2.018,75","2.027,60","1.990,08","","-0,66%"
"02.03.2022","2.011,60","1.985,67","2.018,21","1.982,41","","1,64%"
"01.03.2022","1.979,09","2.001,65","2.009,32","1.966,24","","-1,45%"
"28.02.2022","2.008,16","1.996,76","2.013,57","1.979,82","","-0,10%"
"25.02.2022","2.010,13","1.973,27","2.010,52","1.966,65","","2,10%"
"24.02.2022","1.968,78","1.900,02","1.971,14","1.884,04","","1,51%"
"23.02.2022","1.939,51","1.987,47","1.995,08","1.937,64","","-1,90%"
"22.02.2022","1.977,05","1.988,54","2.003,52","1.958,30","","-1,12%"
"18.02.2022","1.999,44","2.019,53","2.021,35","1.988,70","","-0,82%"
"17.02.2022","2.016,03","2.052,04","2.052,04","2.013,11","","-2,18%"
"16.02.2022","2.060,93","2.052,91","2.067,76","2.040,16","","0,02%"
"15.02.2022","2.060,61","2.041,79","2.061,40","2.041,79","","1,58%"
"14.02.2022","2.028,55","2.026,99","2.039,42","2.010,28","","-0,14%"
"11.02.2022","2.031,42","2.075,28","2.084,09","2.023,78","","-2,03%"
"10.02.2022","2.073,56","2.095,81","2.110,88","2.064,91","","-1,83%"
"09.02.2022","2.112,32","2.098,56","2.113,41","2.098,56","","1,22%"
"08.02.2022","2.086,82","2.067,99","2.091,61","2.061,81","","0,79%"
"07.02.2022","2.070,55","2.084,32","2.089,84","2.064,22","","-0,54%"
"04.02.2022","2.081,87","2.072,29","2.100,12","2.057,97","","0,80%"
"03.02.2022","2.065,41","2.093,85","2.099,84","2.061,73","","-2,90%"
"02.02.2022","2.127,18","2.118,71","2.129,91","2.105,50","","0,93%"
"01.02.2022","2.107,56","2.094,59","2.109,46","2.078,84","","0,71%"
"31.01.2022","2.092,61","2.054,96","2.093,42","2.044,82","","1,92%"
"28.01.2022","2.053,15","2.006,08","2.053,63","1.985,40","","2,73%"
"27.01.2022","1.998,58","2.021,44","2.043,79","1.992,08","","-0,37%"
"26.01.2022","2.005,95","2.034,40","2.053,17","1.984,89","","0,11%"
"25.01.2022","2.003,70","2.005,98","2.029,80","1.972,59","","-1,11%"
"24.01.2022","2.026,16","2.002,65","2.029,73","1.938,11","","0,06%"
"21.01.2022","2.024,95","2.061,81","2.071,40","2.024,24","","-2,09%"
"20.01.2022","2.068,11","2.098,00","2.122,07","2.065,82","","-1,05%"
"19.01.2022","2.090,13","2.115,00","2.126,85","2.088,85","","-0,95%"
"18.01.2022","2.110,13","2.131,26","2.131,26","2.106,42","","-1,85%"
"17.01.2022","2.149,93","2.149,93","2.149,93","2.149,93","","0,00%"
"14.01.2022","2.149,93","2.135,83","2.151,17","2.129,57","","0,18%"
"13.01.2022","2.146,00","2.185,14","2.189,10","2.142,05","","-1,66%"
"12.01.2022","2.182,25","2.183,50","2.192,90","2.173,98","","0,31%"
"11.01.2022","2.175,44","2.156,06","2.176,01","2.141,98","","0,85%"
"10.01.2022","2.157,21","2.144,94","2.158,65","2.112,73","","0,02%"
"07.01.2022","2.156,76","2.164,72","2.170,22","2.148,17","","-0,30%"
"06.01.2022","2.163,23","2.162,39","2.176,66","2.152,13","","-0,24%"
"05.01.2022","2.168,49","2.209,02","2.213,03","2.167,89","","-2,00%"
"04.01.2022","2.212,68","2.222,65","2.227,86","2.204,04","","-0,30%"
"03.01.2022","2.219,44","2.202,38","2.219,46","2.195,89","","1,13%"
"31.12.2021","2.194,58","2.201,95","2.206,84","2.194,36","","-0,40%"
"30.12.2021","2.203,33","2.210,27","2.218,51","2.201,72","","-0,31%"
"29.12.2021","2.210,10","2.210,29","2.215,59","2.203,09","","0,05%"
"28.12.2021","2.209,01","2.214,92","2.219,58","2.206,68","","-0,16%"
"27.12.2021","2.212,57","2.187,19","2.212,68","2.187,19","","1,34%"
"23.12.2021","2.183,22","2.172,47","2.189,98","2.172,47","","0,61%"
"22.12.2021","2.169,99","2.147,37","2.170,71","2.144,62","","1,12%"
"21.12.2021","2.145,98","2.123,58","2.147,03","2.112,06","","1,62%"
"20.12.2021","2.111,70","2.117,54","2.117,54","2.095,47","","-1,01%"
"17.12.2021","2.133,17","2.147,41","2.153,11","2.122,15","","-1,11%"
"16.12.2021","2.157,13","2.184,73","2.191,19","2.149,62","","-1,12%"
"15.12.2021","2.181,48","2.143,90","2.182,92","2.131,63","","1,79%"
"14.12.2021","2.143,06","2.144,72","2.154,27","2.127,60","","-0,73%"
"13.12.2021","2.158,79","2.181,13","2.181,59","2.158,08","","-1,05%"
"10.12.2021","2.181,62","2.167,37","2.182,40","2.160,16","","1,15%"
"09.12.2021","2.156,76","2.166,40","2.169,43","2.155,88","","-0,63%"
"08.12.2021","2.170,38","2.166,44","2.171,69","2.156,47","","0,29%"
"07.12.2021","2.164,10","2.141,68","2.165,65","2.141,68","","2,08%"
"06.12.2021","2.120,01","2.099,16","2.128,34","2.093,95","","1,18%"
"03.12.2021","2.095,32","2.120,26","2.129,22","2.074,93","","-0,95%"
"02.12.2021","2.115,33","2.086,59","2.123,79","2.086,59","","1,05%"
"01.12.2021","2.093,45","2.134,07","2.156,22","2.091,96","","-1,14%"
"30.11.2021","2.117,51","2.145,40","2.150,55","2.113,00","","-1,57%"
"29.11.2021","2.151,21","2.138,83","2.158,46","2.138,75","","1,36%"
"26.11.2021","2.122,40","2.153,47","2.153,47","2.118,36","","-2,23%"
"25.11.2021","2.170,75","2.170,75","2.170,75","2.170,75","","0,00%"
"24.11.2021","2.170,75","2.159,29","2.171,43","2.150,39","","0,21%"
"23.11.2021","2.166,17","2.160,99","2.169,77","2.148,83","","0,13%"
"22.11.2021","2.163,46","2.179,96","2.196,34","2.162,93","","-0,39%"
"19.11.2021","2.171,88","2.174,66","2.179,74","2.168,63","","-0,01%"
"18.11.2021","2.172,14","2.165,03","2.174,80","2.154,52","","0,62%"
"17.11.2021","2.158,77","2.162,33","2.166,65","2.156,82","","-0,15%"
"16.11.2021","2.162,02","2.151,49","2.167,99","2.151,49","","0,37%"
"15.11.2021","2.154,06","2.158,78","2.163,88","2.148,78","","-0,07%"
"12.11.2021","2.155,54","2.142,45","2.158,06","2.138,65","","0,75%"
"11.11.2021","2.139,52","2.147,47","2.149,88","2.139,01","","-0,04%"
"10.11.2021","2.140,34","2.148,96","2.158,46","2.131,70","","-0,78%"
"09.11.2021","2.157,18","2.172,70","2.173,84","2.150,80","","-0,57%"
"08.11.2021","2.169,44","2.170,94","2.178,09","2.166,79","","-0,04%"
"05.11.2021","2.170,37","2.173,49","2.180,44","2.163,82","","0,35%"
"04.11.2021","2.162,89","2.150,77","2.163,25","2.150,38","","0,65%"
"03.11.2021","2.148,84","2.134,08","2.150,31","2.128,95","","0,80%"
"02.11.2021","2.131,81","2.121,58","2.136,00","2.121,58","","0,41%"
"01.11.2021","2.123,06","2.124,22","2.128,73","2.114,01","","0,05%"
"29.10.2021","2.121,95","2.101,21","2.123,03","2.098,95","","0,32%"
"28.10.2021","2.115,11","2.102,66","2.115,80","2.102,66","","0,92%"
"27.10.2021","2.095,73","2.101,82","2.110,23","2.095,70","","-0,11%"
"26.10.2021","2.098,12","2.096,94","2.109,09","2.093,81","","0,36%"
"25.10.2021","2.090,64","2.083,34","2.093,69","2.074,74","","0,57%"
"22.10.2021","2.078,70","2.082,31","2.085,80","2.069,08","","-0,35%"
"21.10.2021","2.085,92","2.078,81","2.086,93","2.076,72","","0,23%"
"20.10.2021","2.081,06","2.079,69","2.084,94","2.075,09","","0,18%"
"19.10.2021","2.077,26","2.066,35","2.077,72","2.066,35","","0,73%"
"18.10.2021","2.062,23","2.050,29","2.063,40","2.042,04","","0,42%"
"15.10.2021","2.053,52","2.037,72","2.054,19","2.037,72","","0,93%"
"14.10.2021","2.034,65","2.012,87","2.035,62","2.012,87","","1,64%"
"13.10.2021","2.001,89","2.000,04","2.005,34","1.987,19","","0,30%"
"12.10.2021","1.995,94","2.007,88","2.009,89","1.992,40","","-0,42%"
"11.10.2021","2.004,28","2.015,07","2.029,96","2.003,97","","-0,73%"
"08.10.2021","2.019,05","2.025,00","2.027,41","2.016,34","","-0,13%"
"07.10.2021","2.021,69","2.014,76","2.035,14","2.014,76","","0,77%"
"06.10.2021","2.006,15","1.983,22","2.007,25","1.971,28","","0,54%"
"05.10.2021","1.995,30","1.976,67","2.006,90","1.976,67","","1,14%"
"04.10.2021","1.972,81","1.998,63","2.000,63","1.962,14","","-1,45%"
"01.10.2021","2.001,87","1.981,84","2.008,95","1.969,96","","1,23%"
"30.09.2021","1.977,50","2.003,65","2.010,55","1.976,76","","-1,06%"
"29.09.2021","1.998,77","1.999,27","2.011,77","1.995,81","","0,21%"
"28.09.2021","1.994,60","2.025,89","2.025,89","1.991,38","","-2,14%"
"27.09.2021","2.038,13","2.036,39","2.042,61","2.032,87","","-0,34%"
"24.09.2021","2.045,17","2.035,76","2.048,43","2.032,07","","0,20%"
"23.09.2021","2.041,07","2.022,62","2.047,49","2.022,62","","1,14%"
"22.09.2021","2.018,05","2.004,87","2.027,14","2.004,47","","0,85%"
"21.09.2021","2.001,08","2.009,08","2.019,79","1.998,53","","-0,01%"
"20.09.2021","2.001,21","2.024,39","2.024,39","1.976,88","","-1,79%"
"17.09.2021","2.037,62","2.054,41","2.055,70","2.035,06","","-0,92%"
"16.09.2021","2.056,46","2.057,67","2.061,59","2.040,97","","-0,16%"
"15.09.2021","2.059,69","2.045,51","2.062,64","2.040,33","","0,83%"
"14.09.2021","2.042,73","2.059,66","2.063,95","2.039,25","","-0,58%"
"13.09.2021","2.054,74","2.056,24","2.066,14","2.043,97","","0,28%"
"10.09.2021","2.048,95","2.071,98","2.078,90","2.048,33","","-0,81%"
"09.09.2021","2.065,70","2.077,99","2.083,91","2.065,04","","-0,58%"
"08.09.2021","2.077,74","2.081,05","2.081,22","2.068,34","","-0,19%"
"07.09.2021","2.081,64","2.083,71","2.085,86","2.077,36","","-0,06%"
"03.09.2021","2.082,79","2.080,17","2.085,30","2.074,19","","0,04%"
"02.09.2021","2.081,95","2.083,95","2.088,53","2.076,54","","0,13%"
"01.09.2021","2.079,29","2.082,14","2.087,97","2.078,15","","0,01%"
"31.08.2021","2.079,17","2.083,61","2.084,33","2.076,28","","-0,18%"
"30.08.2021","2.083,00","2.070,65","2.086,59","2.070,65","","0,71%"
"27.08.2021","2.068,29","2.052,59","2.069,90","2.052,59","","0,82%"
"26.08.2021","2.051,39","2.062,29","2.064,71","2.051,26","","-0,55%"
"25.08.2021","2.062,68","2.062,99","2.065,18","2.060,00","","0,08%"
"24.08.2021","2.060,99","2.061,14","2.065,33","2.059,01","","0,08%"
"23.08.2021","2.059,33","2.044,47","2.064,33","2.044,47","","0,87%"
"20.08.2021","2.041,48","2.026,40","2.042,80","2.024,28","","0,91%"
"19.08.2021","2.022,99","2.010,47","2.029,85","2.004,47","","0,21%"
"18.08.2021","2.018,72","2.037,63","2.044,93","2.017,25","","-1,09%"
"17.08.2021","2.040,97","2.048,36","2.048,36","2.027,71","","-0,75%"
"16.08.2021","2.056,39","2.047,17","2.056,71","2.031,78","","0,33%"
"13.08.2021","2.049,53","2.047,10","2.049,72","2.046,07","","0,20%"
"12.08.2021","2.045,41","2.035,00","2.045,79","2.031,47","","0,49%"
"11.08.2021","2.035,51","2.034,74","2.039,59","2.032,35","","0,18%"
"10.08.2021","2.031,95","2.031,90","2.036,30","2.026,97","","0,09%"
"09.08.2021","2.030,04","2.033,20","2.035,02","2.027,47","","-0,08%"
"06.08.2021","2.031,71","2.028,93","2.034,29","2.028,01","","0,06%"
"05.08.2021","2.030,41","2.019,16","2.030,77","2.019,16","","0,71%"
"04.08.2021","2.016,10","2.021,82","2.021,82","2.014,06","","-0,41%"
"03.08.2021","2.024,33","2.011,54","2.024,67","2.002,65","","0,78%"
"02.08.2021","2.008,71","2.017,10","2.022,87","2.007,53","","-0,15%"
"30.07.2021","2.011,75","2.013,64","2.018,84","2.009,09","","-0,80%"
"29.07.2021","2.027,95","2.022,32","2.033,85","2.022,32","","0,22%"
"28.07.2021","2.023,59","2.024,75","2.032,93","2.017,39","","-0,09%"
"27.07.2021","2.025,40","2.036,84","2.036,84","2.011,17","","-0,64%"
"26.07.2021","2.038,49","2.030,74","2.038,79","2.028,06","","0,32%"
"23.07.2021","2.031,92","2.017,79","2.033,70","2.017,79","","1,03%"
"22.07.2021","2.011,15","2.005,60","2.012,27","2.003,16","","0,38%"
"21.07.2021","2.003,54","1.990,78","2.003,95","1.990,78","","0,75%"
"20.07.2021","1.988,66","1.965,56","1.995,43","1.963,35","","1,31%"
"19.07.2021","1.962,90","1.977,60","1.977,60","1.950,40","","-1,50%"
"16.07.2021","1.992,85","2.011,38","2.015,60","1.990,61","","-0,78%"
"15.07.2021","2.008,48","2.015,20","2.015,20","2.000,07","","-0,37%"
"14.07.2021","2.015,96","2.016,19","2.022,48","2.009,74","","0,27%"
"13.07.2021","2.010,58","2.011,87","2.021,84","2.009,24","","-0,13%"
"12.07.2021","2.013,29","2.008,80","2.014,34","2.005,33","","0,37%"
"09.07.2021","2.005,92","1.987,77","2.006,98","1.987,77","","0,95%"
"08.07.2021","1.986,97","1.982,19","1.990,62","1.971,02","","-0,72%"
"07.07.2021","2.001,37","1.998,72","2.003,79","1.989,32","","0,39%"
"06.07.2021","1.993,60","1.995,86","1.996,78","1.978,35","","0,02%"
"02.07.2021","1.993,12","1.978,13","1.994,48","1.978,13","","0,93%"
