"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.06.2018","1.202,01","1.194,90","1.202,90","1.194,90","","1,10%"
"31.05.2018","1.188,91","1.193,93","1.195,20","1.186,76","","-0,50%"
"30.05.2018","1.194,90","1.185,85","1.197,01","1.185,01","","1,23%"
"29.05.2018","1.180,34","1.186,98","1.190,11","1.174,29","","-1,19%"
"25.05.2018","1.194,53","1.196,26","1.197,35","1.191,79","","-0,26%"
"24.05.2018","1.197,68","1.200,77","1.200,77","1.188,37","","-0,31%"
"23.05.2018","1.201,46","1.192,69","1.201,52","1.189,83","","0,36%"
"22.05.2018","1.197,14","1.202,79","1.204,64","1.195,93","","-0,28%"
"21.05.2018","1.200,53","1.196,14","1.203,50","1.196,14","","0,83%"
"18.05.2018","1.190,65","1.193,43","1.194,38","1.189,55","","-0,33%"
"17.05.2018","1.194,58","1.195,78","1.200,57","1.190,84","","-0,22%"
"16.05.2018","1.197,26","1.193,03","1.199,55","1.192,69","","0,37%"
"15.05.2018","1.192,81","1.196,87","1.196,87","1.188,37","","-0,77%"
"14.05.2018","1.202,06","1.202,49","1.206,85","1.200,37","","0,16%"
"11.05.2018","1.200,13","1.197,17","1.201,73","1.195,10","","0,25%"
"10.05.2018","1.197,16","1.188,61","1.198,49","1.188,27","","0,97%"
"09.05.2018","1.185,69","1.176,54","1.187,06","1.174,62","","1,02%"
"08.05.2018","1.173,77","1.173,46","1.175,70","1.166,14","","-0,04%"
"07.05.2018","1.174,26","1.172,38","1.179,23","1.170,68","","0,39%"
"04.05.2018","1.169,64","1.150,83","1.172,55","1.147,90","","1,36%"
"03.05.2018","1.153,93","1.153,69","1.157,23","1.138,55","","-0,23%"
"02.05.2018","1.156,64","1.165,38","1.168,06","1.154,77","","-0,67%"
"01.05.2018","1.164,40","1.158,98","1.164,63","1.150,93","","0,32%"
"30.04.2018","1.160,73","1.172,65","1.177,31","1.160,73","","-0,78%"
"27.04.2018","1.169,90","1.174,75","1.175,93","1.165,83","","0,06%"
"26.04.2018","1.169,17","1.161,44","1.173,79","1.160,32","","1,19%"
"25.04.2018","1.155,38","1.154,37","1.158,07","1.144,26","","0,13%"
"24.04.2018","1.153,84","1.175,00","1.175,97","1.146,48","","-1,42%"
"23.04.2018","1.170,43","1.172,89","1.175,37","1.164,77","","0,00%"
"20.04.2018","1.170,45","1.181,45","1.182,44","1.166,24","","-0,97%"
"19.04.2018","1.181,89","1.183,76","1.185,23","1.176,80","","-0,45%"
"18.04.2018","1.187,26","1.189,41","1.192,22","1.185,58","","-0,10%"
"17.04.2018","1.188,39","1.182,12","1.191,61","1.182,12","","1,07%"
"16.04.2018","1.175,83","1.173,37","1.180,09","1.171,26","","0,71%"
"13.04.2018","1.167,50","1.176,16","1.178,30","1.162,35","","-0,28%"
"12.04.2018","1.170,79","1.165,67","1.175,92","1.165,67","","0,88%"
"11.04.2018","1.160,58","1.162,43","1.169,49","1.159,55","","-0,65%"
"10.04.2018","1.168,14","1.158,92","1.171,87","1.157,49","","1,75%"
"09.04.2018","1.148,03","1.149,56","1.166,39","1.146,87","","0,37%"
"06.04.2018","1.143,78","1.161,93","1.167,07","1.136,08","","-2,17%"
"05.04.2018","1.169,17","1.165,42","1.173,44","1.162,86","","0,81%"
"04.04.2018","1.159,76","1.131,82","1.162,31","1.126,90","","1,18%"
"03.04.2018","1.146,26","1.136,07","1.148,23","1.127,71","","1,29%"
"02.04.2018","1.131,65","1.153,54","1.155,70","1.118,69","","-2,22%"
"29.03.2018","1.157,37","1.145,02","1.165,94","1.142,95","","1,39%"
"28.03.2018","1.141,50","1.142,66","1.154,53","1.135,19","","-0,20%"
"27.03.2018","1.143,74","1.168,82","1.172,81","1.135,99","","-1,82%"
"26.03.2018","1.164,97","1.148,28","1.166,38","1.138,88","","2,82%"
"23.03.2018","1.133,01","1.159,11","1.163,93","1.131,98","","-2,15%"
"22.03.2018","1.157,91","1.179,92","1.180,68","1.156,58","","-2,66%"
"21.03.2018","1.189,53","1.191,43","1.202,90","1.188,71","","-0,24%"
"20.03.2018","1.192,43","1.191,94","1.196,13","1.188,72","","0,03%"
"19.03.2018","1.192,11","1.205,82","1.205,82","1.184,21","","-1,59%"
"16.03.2018","1.211,40","1.212,11","1.216,77","1.210,49","","0,05%"
"15.03.2018","1.210,77","1.212,79","1.218,07","1.208,08","","-0,02%"
"14.03.2018","1.211,02","1.222,37","1.224,18","1.208,82","","-0,60%"
"13.03.2018","1.218,31","1.231,08","1.235,97","1.215,25","","-0,76%"
"12.03.2018","1.227,61","1.230,41","1.234,39","1.225,96","","-0,11%"
"09.03.2018","1.228,97","1.214,05","1.228,97","1.213,49","","1,75%"
"08.03.2018","1.207,88","1.204,26","1.208,26","1.200,30","","0,50%"
"07.03.2018","1.201,86","1.194,97","1.203,47","1.189,81","","-0,06%"
"06.03.2018","1.202,54","1.206,02","1.207,00","1.196,02","","0,05%"
"05.03.2018","1.201,89","1.184,74","1.205,30","1.181,83","","1,08%"
"02.03.2018","1.189,04","1.175,16","1.191,33","1.170,24","","0,38%"
"01.03.2018","1.184,54","1.202,46","1.209,78","1.176,49","","-1,44%"
"28.02.2018","1.201,87","1.219,94","1.224,26","1.201,74","","-1,19%"
"27.02.2018","1.216,31","1.232,94","1.236,32","1.216,31","","-1,31%"
"26.02.2018","1.232,49","1.220,00","1.232,91","1.220,00","","1,41%"
"23.02.2018","1.215,35","1.201,36","1.215,63","1.200,57","","1,59%"
"22.02.2018","1.196,37","1.198,25","1.208,11","1.193,53","","0,17%"
"21.02.2018","1.194,38","1.202,54","1.214,84","1.194,31","","-0,53%"
"20.02.2018","1.200,71","1.204,73","1.210,30","1.196,34","","-0,68%"
"16.02.2018","1.208,88","1.206,94","1.219,31","1.206,00","","0,04%"
"15.02.2018","1.208,44","1.200,03","1.208,60","1.189,72","","1,27%"
"14.02.2018","1.193,24","1.173,94","1.194,80","1.172,34","","1,21%"
"13.02.2018","1.178,93","1.171,54","1.181,65","1.166,86","","0,27%"
"12.02.2018","1.175,78","1.167,01","1.183,22","1.161,19","","1,43%"
"09.02.2018","1.159,20","1.151,29","1.167,53","1.120,08","","1,48%"
"08.02.2018","1.142,28","1.188,96","1.189,11","1.141,97","","-3,81%"
"07.02.2018","1.187,56","1.192,66","1.208,52","1.187,33","","-0,58%"
"06.02.2018","1.194,49","1.156,66","1.196,67","1.147,89","","1,93%"
"05.02.2018","1.171,85","1.213,94","1.224,55","1.164,67","","-4,31%"
"02.02.2018","1.224,69","1.246,92","1.246,92","1.223,20","","-2,19%"
"01.02.2018","1.252,15","1.248,27","1.258,88","1.247,51","","0,06%"
"31.01.2018","1.251,42","1.256,14","1.258,77","1.246,66","","-0,04%"
"30.01.2018","1.251,93","1.255,70","1.259,02","1.250,31","","-1,08%"
"29.01.2018","1.265,56","1.271,18","1.272,62","1.264,75","","-0,66%"
"26.01.2018","1.273,99","1.262,11","1.273,99","1.261,44","","1,27%"
"25.01.2018","1.258,04","1.260,42","1.261,75","1.254,16","","0,12%"
"24.01.2018","1.256,54","1.260,72","1.263,81","1.250,77","","-0,07%"
"23.01.2018","1.257,48","1.257,23","1.259,96","1.255,04","","0,06%"
"22.01.2018","1.256,71","1.244,51","1.256,74","1.243,69","","0,88%"
"19.01.2018","1.245,70","1.243,43","1.245,71","1.240,29","","0,33%"
"18.01.2018","1.241,59","1.243,62","1.244,90","1.239,31","","-0,14%"
"17.01.2018","1.243,38","1.235,06","1.245,04","1.232,07","","0,94%"
"16.01.2018","1.231,79","1.241,26","1.244,97","1.228,54","","-0,22%"
"12.01.2018","1.234,55","1.226,48","1.235,16","1.226,08","","0,71%"
"11.01.2018","1.225,82","1.219,69","1.225,82","1.219,45","","0,65%"
"10.01.2018","1.217,95","1.215,66","1.218,68","1.212,06","","-0,01%"
"09.01.2018","1.218,12","1.217,62","1.221,42","1.216,20","","0,17%"
"08.01.2018","1.216,10","1.215,08","1.216,45","1.212,72","","0,04%"
"05.01.2018","1.215,56","1.209,53","1.215,72","1.208,24","","0,77%"
"04.01.2018","1.206,26","1.203,20","1.208,76","1.202,94","","0,46%"
"03.01.2018","1.200,74","1.194,18","1.201,32","1.193,87","","0,60%"
"02.01.2018","1.193,55","1.187,32","1.193,59","1.187,32","","0,88%"
"29.12.2017","1.183,15","1.189,58","1.190,92","1.183,15","","-0,52%"
"28.12.2017","1.189,29","1.189,27","1.189,78","1.187,44","","0,13%"
"27.12.2017","1.187,70","1.187,22","1.189,04","1.185,86","","0,09%"
"26.12.2017","1.186,62","1.186,56","1.187,96","1.185,24","","-0,20%"
"22.12.2017","1.189,02","1.189,76","1.191,02","1.187,28","","-0,12%"
"21.12.2017","1.190,39","1.188,36","1.194,30","1.188,36","","0,32%"
"20.12.2017","1.186,57","1.190,62","1.192,47","1.185,47","","-0,14%"
"19.12.2017","1.188,29","1.192,80","1.193,76","1.187,81","","-0,33%"
"18.12.2017","1.192,22","1.190,85","1.195,25","1.190,85","","0,47%"
"15.12.2017","1.186,68","1.181,00","1.188,00","1.180,18","","0,86%"
"14.12.2017","1.176,55","1.181,54","1.182,93","1.176,55","","-0,31%"
"13.12.2017","1.180,24","1.182,00","1.184,09","1.180,24","","-0,02%"
"12.12.2017","1.180,47","1.177,64","1.182,72","1.177,07","","0,34%"
"11.12.2017","1.176,45","1.171,21","1.176,58","1.170,79","","0,48%"
"08.12.2017","1.170,82","1.168,41","1.170,82","1.167,37","","0,53%"
"07.12.2017","1.164,60","1.161,50","1.166,86","1.160,70","","0,18%"
"06.12.2017","1.162,51","1.161,10","1.165,11","1.160,39","","-0,01%"
"05.12.2017","1.162,64","1.166,22","1.171,28","1.161,67","","-0,29%"
"04.12.2017","1.165,99","1.172,83","1.176,96","1.165,63","","-0,02%"
"01.12.2017","1.166,19","1.166,30","1.170,29","1.151,03","","-0,14%"
"30.11.2017","1.167,79","1.161,81","1.172,12","1.161,81","","0,82%"
"29.11.2017","1.158,25","1.159,15","1.161,83","1.155,58","","-0,03%"
"28.11.2017","1.158,57","1.149,25","1.158,89","1.149,08","","1,00%"
"27.11.2017","1.147,11","1.147,43","1.150,06","1.146,18","","0,01%"
"24.11.2017","1.146,98","1.145,73","1.148,12","1.145,73","","0,22%"
"22.11.2017","1.144,50","1.145,39","1.146,04","1.143,54","","-0,03%"
"21.11.2017","1.144,85","1.139,45","1.145,88","1.139,45","","0,76%"
"20.11.2017","1.136,20","1.135,48","1.137,56","1.134,99","","0,07%"
"17.11.2017","1.135,35","1.138,57","1.138,57","1.134,82","","-0,40%"
"16.11.2017","1.139,91","1.134,78","1.141,64","1.134,78","","0,81%"
"15.11.2017","1.130,74","1.132,38","1.134,63","1.127,73","","-0,53%"
"14.11.2017","1.136,74","1.137,77","1.137,77","1.131,56","","-0,36%"
"13.11.2017","1.140,82","1.137,87","1.142,18","1.136,74","","0,04%"
"10.11.2017","1.140,39","1.139,87","1.141,15","1.137,69","","-0,15%"
"09.11.2017","1.142,07","1.141,13","1.142,90","1.133,50","","-0,29%"
"08.11.2017","1.145,43","1.143,24","1.145,70","1.141,20","","0,11%"
"07.11.2017","1.144,14","1.144,12","1.146,19","1.141,22","","0,03%"
"06.11.2017","1.143,77","1.142,91","1.144,94","1.141,62","","0,03%"
"03.11.2017","1.143,41","1.141,32","1.144,01","1.138,10","","0,35%"
"02.11.2017","1.139,47","1.139,99","1.140,07","1.132,82","","-0,06%"
"01.11.2017","1.140,13","1.140,24","1.143,05","1.137,86","","0,29%"
"31.10.2017","1.136,83","1.138,41","1.138,56","1.135,47","","0,01%"
"30.10.2017","1.136,75","1.138,84","1.140,35","1.134,67","","-0,29%"
"27.10.2017","1.140,09","1.135,20","1.141,64","1.133,13","","1,12%"
"26.10.2017","1.127,48","1.127,88","1.131,44","1.127,43","","0,00%"
"25.10.2017","1.127,44","1.131,18","1.132,07","1.121,89","","-0,39%"
"24.10.2017","1.131,82","1.131,71","1.133,33","1.130,19","","0,15%"
"23.10.2017","1.130,15","1.136,39","1.136,51","1.129,89","","-0,45%"
"20.10.2017","1.135,26","1.132,25","1.135,30","1.132,11","","0,40%"
"19.10.2017","1.130,71","1.127,75","1.130,86","1.125,91","","-0,09%"
"18.10.2017","1.131,78","1.132,82","1.133,37","1.131,34","","0,07%"
"17.10.2017","1.130,97","1.129,33","1.131,13","1.128,74","","0,15%"
"16.10.2017","1.129,29","1.127,44","1.130,07","1.126,98","","0,28%"
"13.10.2017","1.126,16","1.126,85","1.128,18","1.125,63","","0,10%"
"12.10.2017","1.125,04","1.127,67","1.127,67","1.123,78","","-0,34%"
"11.10.2017","1.128,89","1.126,75","1.128,89","1.125,50","","0,21%"
"10.10.2017","1.126,49","1.125,62","1.128,01","1.123,55","","0,26%"
"09.10.2017","1.123,61","1.126,18","1.126,58","1.122,20","","-0,13%"
"06.10.2017","1.125,03","1.124,32","1.125,08","1.122,49","","-0,13%"
"05.10.2017","1.126,50","1.120,49","1.126,62","1.120,19","","0,65%"
"04.10.2017","1.119,21","1.118,43","1.120,94","1.117,37","","-0,01%"
"03.10.2017","1.119,35","1.117,14","1.119,71","1.117,06","","0,23%"
"02.10.2017","1.116,74","1.113,24","1.116,81","1.113,03","","0,41%"
"29.09.2017","1.112,19","1.108,50","1.112,22","1.106,95","","0,31%"
"28.09.2017","1.108,71","1.105,90","1.109,49","1.105,90","","0,12%"
"27.09.2017","1.107,37","1.105,56","1.109,39","1.102,79","","0,38%"
"26.09.2017","1.103,21","1.105,42","1.106,45","1.102,42","","-0,04%"
"25.09.2017","1.103,60","1.105,15","1.106,54","1.100,22","","-0,27%"
"22.09.2017","1.106,61","1.104,77","1.107,17","1.104,23","","0,02%"
"21.09.2017","1.106,39","1.109,67","1.109,67","1.105,60","","-0,34%"
"20.09.2017","1.110,16","1.109,07","1.110,49","1.105,18","","0,08%"
"19.09.2017","1.109,26","1.107,53","1.109,94","1.106,63","","0,27%"
"18.09.2017","1.106,26","1.105,62","1.108,54","1.104,46","","0,10%"
"15.09.2017","1.105,11","1.103,97","1.105,58","1.102,64","","0,13%"
"14.09.2017","1.103,66","1.103,35","1.105,24","1.102,19","","-0,11%"
"13.09.2017","1.104,88","1.101,95","1.104,88","1.101,14","","0,17%"
"12.09.2017","1.103,03","1.100,57","1.103,17","1.100,40","","0,41%"
"11.09.2017","1.098,54","1.093,00","1.099,14","1.093,00","","1,06%"
"08.09.2017","1.086,98","1.089,46","1.090,22","1.086,43","","-0,31%"
"07.09.2017","1.090,41","1.091,73","1.092,66","1.088,16","","0,00%"
"06.09.2017","1.090,44","1.089,55","1.092,31","1.087,42","","0,34%"
"05.09.2017","1.086,74","1.092,38","1.093,10","1.081,82","","-0,78%"
"01.09.2017","1.095,25","1.095,22","1.097,26","1.094,04","","0,13%"
"31.08.2017","1.093,78","1.090,14","1.095,54","1.090,08","","0,54%"
"30.08.2017","1.087,93","1.083,56","1.089,41","1.082,58","","0,42%"
"29.08.2017","1.083,41","1.075,98","1.084,72","1.073,95","","0,21%"
"28.08.2017","1.081,17","1.081,83","1.082,83","1.079,02","","0,11%"
"25.08.2017","1.080,02","1.081,01","1.085,39","1.079,92","","0,12%"
"24.08.2017","1.078,68","1.082,28","1.083,47","1.076,97","","-0,24%"
"23.08.2017","1.081,27","1.082,12","1.083,75","1.080,47","","-0,37%"
"22.08.2017","1.085,24","1.077,11","1.086,27","1.077,08","","0,98%"
"21.08.2017","1.074,72","1.073,42","1.075,89","1.069,53","","0,11%"
"18.08.2017","1.073,52","1.074,95","1.080,37","1.071,79","","-0,24%"
"17.08.2017","1.076,11","1.090,41","1.090,54","1.076,11","","-1,51%"
"16.08.2017","1.092,58","1.093,15","1.096,02","1.090,58","","0,08%"
"15.08.2017","1.091,76","1.093,75","1.094,33","1.090,54","","-0,03%"
"14.08.2017","1.092,05","1.087,83","1.093,02","1.087,83","","0,95%"
"11.08.2017","1.081,80","1.082,05","1.084,77","1.079,91","","0,18%"
"10.08.2017","1.079,89","1.091,28","1.091,28","1.079,56","","-1,39%"
"09.08.2017","1.095,14","1.090,61","1.095,38","1.089,24","","-0,01%"
"08.08.2017","1.095,22","1.096,08","1.102,07","1.093,23","","-0,18%"
"07.08.2017","1.097,21","1.095,79","1.097,25","1.094,61","","0,16%"
"04.08.2017","1.095,42","1.095,13","1.097,12","1.093,14","","0,23%"
"03.08.2017","1.092,90","1.094,71","1.094,75","1.091,57","","-0,18%"
"02.08.2017","1.094,92","1.095,93","1.095,93","1.090,02","","0,23%"
"01.08.2017","1.092,41","1.092,48","1.093,24","1.090,52","","0,32%"
"31.07.2017","1.088,94","1.090,96","1.092,32","1.088,12","","-0,05%"
"28.07.2017","1.089,53","1.088,80","1.090,14","1.085,72","","-0,25%"
"27.07.2017","1.092,25","1.094,67","1.095,92","1.084,99","","0,07%"
"26.07.2017","1.091,47","1.091,82","1.092,88","1.090,08","","0,13%"
"25.07.2017","1.090,07","1.090,28","1.091,84","1.089,32","","0,30%"
"24.07.2017","1.086,82","1.087,55","1.088,56","1.084,91","","-0,08%"
"21.07.2017","1.087,74","1.086,05","1.087,83","1.084,54","","-0,14%"
"20.07.2017","1.089,26","1.090,08","1.091,33","1.086,94","","0,00%"
"19.07.2017","1.089,21","1.085,06","1.089,21","1.085,06","","0,49%"
"18.07.2017","1.083,95","1.081,03","1.084,04","1.078,65","","0,14%"
"17.07.2017","1.082,45","1.083,20","1.084,43","1.081,61","","-0,06%"
"14.07.2017","1.083,13","1.078,84","1.085,11","1.077,10","","0,44%"
"13.07.2017","1.078,41","1.076,57","1.079,06","1.075,67","","0,23%"
"12.07.2017","1.075,97","1.072,85","1.077,30","1.072,85","","0,67%"
"11.07.2017","1.068,81","1.069,57","1.070,34","1.063,08","","-0,08%"
"10.07.2017","1.069,62","1.068,44","1.071,67","1.067,38","","0,09%"
"07.07.2017","1.068,65","1.064,34","1.069,27","1.064,14","","0,56%"
"06.07.2017","1.062,75","1.068,76","1.069,17","1.061,97","","-0,93%"
"05.07.2017","1.072,77","1.071,50","1.073,87","1.067,63","","0,21%"
"03.07.2017","1.070,50","1.071,05","1.075,47","1.070,33","","0,26%"
"30.06.2017","1.067,71","1.071,07","1.071,78","1.067,14","","0,10%"
"29.06.2017","1.066,68","1.076,37","1.076,52","1.060,83","","-0,84%"
"28.06.2017","1.075,74","1.070,21","1.076,53","1.069,98","","0,88%"
"27.06.2017","1.066,36","1.073,62","1.075,29","1.066,36","","-0,83%"
"26.06.2017","1.075,26","1.077,61","1.080,95","1.074,82","","-0,02%"
"23.06.2017","1.075,43","1.073,61","1.076,94","1.072,27","","0,14%"
"22.06.2017","1.073,88","1.075,48","1.077,02","1.073,44","","-0,05%"
"21.06.2017","1.074,44","1.075,08","1.076,70","1.072,32","","-0,02%"
"20.06.2017","1.074,69","1.080,05","1.080,05","1.074,61","","-0,61%"
"19.06.2017","1.081,24","1.076,20","1.081,31","1.075,78","","0,88%"
"16.06.2017","1.071,85","1.071,37","1.072,02","1.067,15","","0,02%"
"15.06.2017","1.071,66","1.068,18","1.072,31","1.065,11","","-0,22%"
"14.06.2017","1.074,00","1.076,11","1.076,27","1.069,59","","-0,06%"
"13.06.2017","1.074,64","1.072,94","1.075,30","1.071,16","","0,37%"
"12.06.2017","1.070,71","1.069,27","1.071,62","1.066,30","","-0,11%"
"09.06.2017","1.071,90","1.074,12","1.078,54","1.063,75","","-0,11%"
"08.06.2017","1.073,04","1.073,53","1.076,07","1.070,73","","-0,04%"
"07.06.2017","1.073,47","1.073,01","1.074,35","1.069,56","","0,17%"
"06.06.2017","1.071,62","1.072,39","1.074,97","1.071,19","","-0,22%"
"05.06.2017","1.074,00","1.073,87","1.075,23","1.072,52","","-0,03%"
"02.06.2017","1.074,36","1.070,15","1.074,55","1.069,09","","0,43%"
"01.06.2017","1.069,74","1.064,49","1.069,74","1.062,70","","0,64%"
"31.05.2017","1.062,91","1.065,38","1.065,54","1.060,16","","-0,13%"
"30.05.2017","1.064,26","1.063,45","1.065,56","1.062,89","","-0,10%"
"26.05.2017","1.065,35","1.064,80","1.066,04","1.063,71","","0,04%"
"25.05.2017","1.064,93","1.062,86","1.066,58","1.061,93","","0,39%"
"24.05.2017","1.060,76","1.059,74","1.061,26","1.057,76","","0,21%"
"23.05.2017","1.058,53","1.057,13","1.059,38","1.056,45","","0,29%"
"22.05.2017","1.055,52","1.053,31","1.056,01","1.052,45","","0,45%"
"19.05.2017","1.050,79","1.046,53","1.053,94","1.046,24","","0,61%"
"18.05.2017","1.044,44","1.039,26","1.049,07","1.038,68","","0,36%"
"17.05.2017","1.040,68","1.052,71","1.053,41","1.040,34","","-1,90%"
"16.05.2017","1.060,79","1.061,79","1.063,05","1.059,14","","-0,01%"
"15.05.2017","1.060,92","1.057,89","1.061,38","1.057,89","","0,39%"
"12.05.2017","1.056,81","1.056,55","1.056,81","1.054,45","","-0,04%"
"11.05.2017","1.057,24","1.057,15","1.057,61","1.052,13","","-0,18%"
"10.05.2017","1.059,10","1.059,60","1.059,60","1.056,40","","-0,14%"
"09.05.2017","1.060,62","1.063,71","1.064,64","1.058,59","","-0,19%"
"08.05.2017","1.062,69","1.061,58","1.062,69","1.059,77","","0,13%"
"05.05.2017","1.061,26","1.059,15","1.061,26","1.057,22","","0,27%"
"04.05.2017","1.058,42","1.058,85","1.059,63","1.054,81","","0,01%"
"03.05.2017","1.058,31","1.056,32","1.059,02","1.054,30","","0,00%"
"02.05.2017","1.058,27","1.058,67","1.059,26","1.056,30","","0,09%"
"01.05.2017","1.057,31","1.056,80","1.060,25","1.055,92","","0,23%"
"28.04.2017","1.054,86","1.058,79","1.058,79","1.054,04","","-0,04%"
"27.04.2017","1.055,27","1.055,77","1.056,69","1.052,66","","0,08%"
"26.04.2017","1.054,40","1.055,94","1.059,24","1.054,12","","-0,09%"
"25.04.2017","1.055,40","1.052,60","1.057,26","1.052,43","","0,66%"
"24.04.2017","1.048,53","1.046,81","1.049,75","1.046,54","","1,11%"
"21.04.2017","1.037,07","1.039,97","1.040,92","1.035,40","","-0,33%"
"20.04.2017","1.040,46","1.034,63","1.043,15","1.034,36","","0,69%"
"19.04.2017","1.033,34","1.038,04","1.040,18","1.031,97","","-0,31%"
"18.04.2017","1.036,52","1.036,91","1.039,11","1.033,50","","-0,25%"
"17.04.2017","1.039,14","1.031,75","1.039,35","1.031,75","","0,85%"
"13.04.2017","1.030,40","1.036,34","1.039,00","1.030,40","","-0,72%"
"12.04.2017","1.037,83","1.039,80","1.040,39","1.035,82","","-0,25%"
"11.04.2017","1.040,38","1.041,45","1.042,16","1.033,70","","-0,22%"
"10.04.2017","1.042,72","1.043,47","1.047,15","1.040,51","","0,00%"
"07.04.2017","1.042,68","1.043,47","1.046,48","1.040,61","","-0,09%"
"06.04.2017","1.043,66","1.043,87","1.047,08","1.041,44","","0,00%"
"05.04.2017","1.043,71","1.049,89","1.054,75","1.042,84","","-0,33%"
"04.04.2017","1.047,21","1.043,76","1.047,40","1.042,14","","0,16%"
"03.04.2017","1.045,53","1.046,23","1.047,76","1.039,15","","-0,05%"
"31.03.2017","1.046,06","1.047,70","1.049,61","1.046,02","","-0,30%"
"30.03.2017","1.049,18","1.045,96","1.050,16","1.044,54","","0,33%"
"29.03.2017","1.045,69","1.044,57","1.046,93","1.042,98","","0,03%"
"28.03.2017","1.045,34","1.037,38","1.047,78","1.036,12","","0,70%"
"27.03.2017","1.038,09","1.032,87","1.039,52","1.029,70","","-0,10%"
"24.03.2017","1.039,08","1.042,15","1.044,52","1.035,49","","-0,13%"
"23.03.2017","1.040,47","1.040,69","1.045,79","1.038,72","","-0,17%"
"22.03.2017","1.042,23","1.040,43","1.043,87","1.037,37","","0,09%"
"21.03.2017","1.041,26","1.056,05","1.057,38","1.040,36","","-1,16%"
"20.03.2017","1.053,44","1.055,26","1.056,31","1.051,96","","-0,18%"
"17.03.2017","1.055,34","1.058,30","1.058,98","1.055,06","","-0,23%"
"16.03.2017","1.057,82","1.059,97","1.060,33","1.055,75","","-0,07%"
"15.03.2017","1.058,61","1.053,37","1.060,47","1.052,69","","0,68%"
"14.03.2017","1.051,43","1.052,49","1.052,81","1.048,53","","-0,26%"
"13.03.2017","1.054,22","1.054,29","1.055,45","1.052,69","","-0,08%"
"10.03.2017","1.055,02","1.055,17","1.056,71","1.051,32","","0,29%"
"09.03.2017","1.052,01","1.050,66","1.052,99","1.047,46","","0,17%"
"08.03.2017","1.050,22","1.052,70","1.053,99","1.049,35","","-0,16%"
"07.03.2017","1.051,92","1.051,84","1.054,35","1.050,44","","-0,20%"
"06.03.2017","1.054,01","1.053,59","1.055,62","1.050,56","","-0,27%"
"03.03.2017","1.056,84","1.055,60","1.057,09","1.053,65","","0,07%"
"02.03.2017","1.056,12","1.060,94","1.060,94","1.055,22","","-0,48%"
"01.03.2017","1.061,21","1.054,01","1.063,33","1.054,01","","1,40%"
"28.02.2017","1.046,55","1.047,02","1.048,08","1.044,05","","-0,17%"
"27.02.2017","1.048,34","1.046,62","1.049,17","1.045,29","","0,05%"
"24.02.2017","1.047,81","1.043,92","1.047,81","1.042,65","","0,07%"
"23.02.2017","1.047,10","1.046,98","1.047,96","1.042,84","","0,19%"
"22.02.2017","1.045,14","1.043,74","1.045,97","1.042,34","","-0,01%"
"21.02.2017","1.045,23","1.041,05","1.045,80","1.041,05","","0,58%"
"17.02.2017","1.039,23","1.035,94","1.039,23","1.034,43","","0,16%"
"16.02.2017","1.037,56","1.037,91","1.038,50","1.033,93","","0,00%"
"15.02.2017","1.037,59","1.031,40","1.038,20","1.031,00","","0,53%"
"14.02.2017","1.032,13","1.026,05","1.032,13","1.024,57","","0,52%"
"13.02.2017","1.026,74","1.023,28","1.028,13","1.023,03","","0,59%"
"10.02.2017","1.020,67","1.018,89","1.022,26","1.018,25","","0,31%"
"09.02.2017","1.017,54","1.013,00","1.019,08","1.012,97","","0,50%"
"08.02.2017","1.012,46","1.011,19","1.012,97","1.009,41","","-0,04%"
"07.02.2017","1.012,90","1.013,64","1.015,47","1.011,80","","0,08%"
"06.02.2017","1.012,10","1.012,19","1.013,40","1.010,56","","-0,16%"
"03.02.2017","1.013,69","1.009,06","1.014,05","1.009,06","","0,75%"
"02.02.2017","1.006,15","1.004,95","1.007,61","1.002,80","","-0,02%"
"01.02.2017","1.006,33","1.008,71","1.009,86","1.003,71","","0,19%"
"31.01.2017","1.004,46","1.003,14","1.004,55","999,95","","-0,25%"
"30.01.2017","1.006,94","1.009,15","1.009,28","1.001,97","","-0,59%"
"27.01.2017","1.012,93","1.014,16","1.014,29","1.011,63","","-0,02%"
"26.01.2017","1.013,12","1.013,21","1.014,16","1.011,71","","-0,01%"
"25.01.2017","1.013,24","1.009,16","1.013,81","1.008,34","","0,82%"
"24.01.2017","1.004,99","1.000,82","1.007,05","999,09","","0,45%"
"23.01.2017","1.000,50","1.001,31","1.003,20","997,09","","-0,25%"
"20.01.2017","1.003,04","1.002,83","1.005,64","1.000,57","","0,29%"
"19.01.2017","1.000,11","1.003,30","1.004,35","997,90","","-0,37%"
"18.01.2017","1.003,85","1.003,72","1.004,06","1.001,40","","0,07%"
"17.01.2017","1.003,17","1.003,54","1.004,67","1.000,80","","-0,34%"
"13.01.2017","1.006,59","1.006,20","1.008,91","1.005,21","","0,16%"
"12.01.2017","1.004,98","1.005,21","1.005,58","998,30","","-0,19%"
"11.01.2017","1.006,93","1.004,10","1.007,12","1.000,33","","0,24%"
"10.01.2017","1.004,49","1.005,71","1.009,43","1.003,18","","-0,12%"
"09.01.2017","1.005,65","1.006,67","1.008,01","1.005,59","","-0,25%"
"06.01.2017","1.008,15","1.005,44","1.010,26","1.002,04","","0,40%"
"05.01.2017","1.004,14","1.003,44","1.004,79","1.000,32","","0,03%"
